Date,Region,Ip Region,AF Tag,Install,New User,R2,R3,R4,R5,R6,R7,R14,R30,R3 R2,R7 R3,R14 R7,R30 R14,,Date: 2025-02-01 -- 2026-04-08
2025-02-01,SG,TH,restricted,13,10,20.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,50.00%,100.00%,100.00%,100.00%
2025-02-01,SG,TH,tiktokglobal_int,36,32,34.38%,9.38%,6.25%,12.50%,9.38%,9.38%,6.25%,0.00%,27.27%,100.00%,66.67%,0.00%
2025-02-01,SG,TH,user_invite,10,10,60.00%,40.00%,20.00%,20.00%,10.00%,20.00%,0.00%,0.00%,66.67%,50.00%,0.00%,
2025-02-01,SG,TJ,organic,1,1,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
2025-02-01,SG,TM,organic,0,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,
2025-02-01,SG,TW,organic,5,5,20.00%,40.00%,40.00%,0.00%,20.00%,20.00%,20.00%,0.00%,200.00%,50.00%,100.00%,0.00%
2025-02-01,SG,UA,organic,4,4,25.00%,25.00%,25.00%,25.00%,25.00%,0.00%,0.00%,0.00%,100.00%,0.00%,,
2025-02-01,SG,UZ,organic,0,1,100.00%,0.00%,0.00%,100.00%,100.00%,100.00%,0.00%,0.00%,0.00%,,0.00%,
2025-02-01,SG,VN,facebook ads,35,35,34.29%,20.00%,22.86%,17.14%,8.57%,11.43%,0.00%,0.00%,58.33%,57.14%,0.00%,
2025-02-01,SG,VN,googleadwords_int,1120,876,37.21%,18.72%,13.81%,9.59%,7.42%,7.31%,2.97%,2.40%,50.31%,39.02%,40.62%,80.77%
2025-02-01,SG,VN,organic,478,530,39.81%,23.21%,19.81%,15.85%,12.08%,12.45%,4.72%,3.58%,58.29%,53.66%,37.88%,76.00%
2025-02-01,SG,VN,restricted,8,8,12.50%,12.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,,
2025-02-01,SG,VN,tiktokglobal_int,105,97,37.11%,23.71%,13.40%,16.49%,12.37%,13.40%,7.22%,4.12%,63.89%,56.52%,53.85%,57.14%
2025-02-01,US,CA,organic,25,22,45.45%,22.73%,22.73%,13.64%,4.55%,9.09%,4.55%,0.00%,50.00%,40.00%,50.00%,0.00%
2025-02-01,US,CO,organic,47,62,54.84%,27.42%,24.19%,22.58%,12.90%,8.06%,11.29%,6.45%,50.00%,29.41%,140.00%,57.14%
2025-02-01,US,CO,organica,1,1,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
2025-02-01,US,CR,googleadwords_int,0,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,
2025-02-01,US,CR,organic,6,9,77.78%,55.56%,22.22%,55.56%,22.22%,22.22%,0.00%,0.00%,71.43%,40.00%,0.00%,
2025-02-01,US,DO,organic,9,8,25.00%,12.50%,25.00%,12.50%,25.00%,12.50%,12.50%,12.50%,50.00%,100.00%,100.00%,100.00%
2025-02-01,US,EC,organic,29,43,44.19%,25.58%,23.26%,16.28%,16.28%,16.28%,11.63%,9.30%,57.89%,63.64%,71.43%,80.00%
2025-02-01,US,GT,organic,10,15,60.00%,40.00%,33.33%,33.33%,33.33%,13.33%,13.33%,6.67%,66.67%,33.33%,100.00%,50.00%
2025-02-01,US,HN,organic,4,6,16.67%,33.33%,33.33%,33.33%,50.00%,33.33%,16.67%,0.00%,200.00%,100.00%,50.00%,0.00%
2025-02-01,US,HT,organic,1,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,
2025-02-01,US,MX,googleadwords_int,0,1,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
2025-02-01,US,MX,organic,409,575,32.17%,20.17%,13.91%,11.83%,9.39%,10.43%,5.22%,4.17%,62.70%,51.72%,50.00%,80.00%
2025-02-01,US,MX,tiktokglobal_int,0,2,50.00%,0.00%,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
2025-02-01,US,NI,organic,5,7,85.71%,71.43%,71.43%,57.14%,28.57%,71.43%,0.00%,0.00%,83.33%,100.00%,0.00%,
2025-02-01,US,PA,organic,4,4,75.00%,0.00%,25.00%,0.00%,0.00%,0.00%,25.00%,0.00%,0.00%,,,0.00%
2025-02-01,US,SV,organic,7,7,71.43%,28.57%,42.86%,28.57%,14.29%,14.29%,28.57%,14.29%,40.00%,50.00%,200.00%,50.00%
2025-02-01,US,US,facebook ads,0,1,100.00%,0.00%,0.00%,100.00%,100.00%,100.00%,0.00%,0.00%,0.00%,,0.00%,
2025-02-01,US,US,organic,189,210,44.76%,31.90%,25.71%,22.38%,18.57%,13.33%,9.52%,3.81%,71.28%,41.79%,71.43%,40.00%
2025-02-01,US,VE,organic,47,50,62.00%,44.00%,34.00%,26.00%,28.00%,18.00%,8.00%,10.00%,70.97%,40.91%,44.44%,125.00%
2025-02-01,Unknown,CK,organic,1,0,,,,,,,,,,,,
2025-02-01,Unknown,CU,organic,21,0,,,,,,,,,,,,
2025-02-01,Unknown,GP,organic,1,0,,,,,,,,,,,,
2025-02-01,Unknown,GQ,organic,1,0,,,,,,,,,,,,
2025-02-01,Unknown,PF,organic,2,0,,,,,,,,,,,,
2025-02-01,Unknown,PR,organic,3,0,,,,,,,,,,,,
2025-02-02,BR,BR,facebook ads,0,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,
2025-02-02,BR,BR,organic,1599,1876,32.52%,21.16%,17.27%,14.07%,11.89%,10.55%,5.97%,2.56%,65.08%,49.87%,56.57%,42.86%
2025-02-02,EU,BE,organic,1,1,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
2025-02-02,EU,BJ,organic,1,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,
2025-02-02,EU,CI,organic,1,0,,,,,,,,,,,,
2025-02-02,EU,CV,organic,1,1,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,100.00%,100.00%,0.00%,
2025-02-02,EU,CY,organic,1,1,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,0.00%,,
2025-02-02,EU,CZ,organic,2,2,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,
2025-02-02,EU,DE,organic,51,55,27.27%,21.82%,16.36%,14.55%,9.09%,14.55%,3.64%,0.00%,80.00%,66.67%,25.00%,0.00%
2025-02-02,EU,DK,organic,1,1,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,,
2025-02-02,EU,DZ,organic,19,21,42.86%,28.57%,14.29%,9.52%,14.29%,9.52%,9.52%,0.00%,66.67%,33.33%,100.00%,0.00%
2025-02-02,EU,EG,organic,13,10,40.00%,0.00%,10.00%,30.00%,10.00%,0.00%,0.00%,0.00%,0.00%,,,
2025-02-02,EU,ES,organic,78,78,39.74%,26.92%,10.26%,10.26%,10.26%,11.54%,8.97%,2.56%,67.74%,42.86%,77.78%,28.57%
2025-02-02,EU,FI,organic,1,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,
2025-02-02,EU,FR,organic,40,46,21.74%,21.74%,8.70%,10.87%,10.87%,10.87%,2.17%,2.17%,100.00%,50.00%,20.00%,100.00%
2025-02-02,EU,GB,organic,3,3,100.00%,66.67%,66.67%,33.33%,66.67%,0.00%,0.00%,0.00%,66.67%,0.00%,,
2025-02-02,EU,GR,organic,0,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,
2025-02-02,EU,HR,organic,0,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,
2025-02-02,EU,IE,organic,1,1,100.00%,100.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,100.00%,100.00%,0.00%,
2025-02-02,EU,IQ,organic,19,21,38.10%,19.05%,9.52%,4.76%,0.00%,4.76%,0.00%,0.00%,50.00%,25.00%,0.00%,
2025-02-02,EU,IR,organic,29,27,88.89%,55.56%,51.85%,44.44%,48.15%,40.74%,22.22%,0.00%,62.50%,73.33%,54.55%,0.00%
2025-02-02,EU,IT,organic,29,32,25.00%,6.25%,9.38%,6.25%,9.38%,9.38%,9.38%,3.12%,25.00%,150.00%,100.00%,33.33%
2025-02-02,EU,JO,organic,2,3,100.00%,0.00%,0.00%,33.33%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
2025-02-02,EU,KW,organic,2,2,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,
2025-02-02,EU,LB,organic,1,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,
2025-02-02,EU,LV,organic,1,1,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0.00%,100.00%,100.00%,100.00%,0.00%
2025-02-02,EU,LY,organic,2,2,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
2025-02-02,EU,MA,organic,68,74,47.30%,32.43%,32.43%,29.73%,24.32%,13.51%,6.76%,1.35%,68.57%,41.67%,50.00%,20.00%
2025-02-02,EU,MA,organica,2,2,100.00%,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,,
2025-02-02,EU,MU,organic,2,3,33.33%,33.33%,33.33%,33.33%,33.33%,33.33%,0.00%,0.00%,100.00%,100.00%,0.00%,
2025-02-02,EU,NG,organic,2,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,
2025-02-02,EU,NL,organic,6,4,0.00%,0.00%,0.00%,0.00%,0.00%,25.00%,0.00%,0.00%,,,0.00%,
2025-02-02,EU,NO,organic,2,2,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,
2025-02-02,EU,PL,organic,43,39,25.64%,15.38%,5.13%,5.13%,7.69%,10.26%,2.56%,0.00%,60.00%,66.67%,25.00%,0.00%
2025-02-02,EU,PS,organic,2,2,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
2025-02-02,EU,PT,organic,22,22,50.00%,27.27%,13.64%,4.55%,13.64%,18.18%,4.55%,0.00%,54.55%,66.67%,25.00%,0.00%
2025-02-02,EU,RO,organic,2,3,33.33%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
2025-02-02,EU,SA,organic,2,3,66.67%,66.67%,33.33%,66.67%,33.33%,33.33%,0.00%,33.33%,100.00%,50.00%,0.00%,
2025-02-02,EU,SD,organic,1,1,100.00%,100.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,,
2025-02-02,EU,SE,organic,1,1,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
2025-02-02,EU,SK,organic,0,1,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
2025-02-02,EU,SY,organic,2,3,66.67%,66.67%,33.33%,33.33%,33.33%,66.67%,0.00%,0.00%,100.00%,100.00%,0.00%,
2025-02-02,EU,TN,organic,4,3,33.33%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
